1调查地区,2年龄,3性别,4户口,5职业状况,6身体健康状况,7A ,7B ,7C ,7D,7E,7F ,7G ,7H,8worry_risk,9A,9B ,9C ,9D ,9E ,9F,9G,9H ,9I ,9J ,商业医疗保险,商业医疗保险购买条件,商业医疗保险不考虑,商业护理保险,护理保险购买条件,护理保险不考虑购买商业护理保险，主要原因,商业重大疾病保险,疾病保险保险产品购买条件,重大疾病不考虑购买原因,税前总收入
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,2,-3,觉得不太需要,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,2,-3,觉得不太需要,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,2,-3,觉得不太需要,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,2,-3,觉得身体还可以，没什么必要,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
山西,50,1,1,2,3,1,0,0,0,0,1,0,0,孩子学费负担养老问题,1,0,0,0,0,0,0,0,0,0,2,-3,经济紧张,2,-3,经济紧张,2,-3,经济紧张,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,1,购买方便。保费合理。,-3,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
安徽,41,2,1,1,4,1,1,1,0,0,0,0,0,生活不能自理。,1,0,1,1,0,0,0,0,0,0,2,-3,商业医保保险不靠谱。,1,提供必要的医疗保障，要有一定的质量。赔款合理，服务周到。,-3,1,赔款额度高。,-3,3
海南,37,1,5,2,2,0,1,0,1,0,0,1,0,子女不供养自己,1,0,0,1,0,0,0,0,0,0,2,-3,感觉没有必要,1,服务要周到并提前告知服务内容,-3,2,-3,基本来讲发生几率较小，没考虑过,4
山西,47,2,1,5,1,1,0,0,0,0,0,0,0,孩子上学费用负担养老问题,1,0,0,0,1,0,0,0,0,0,2,-3,经济紧张,2,-3,没有多余的闲钱,2,-3,经济紧张,3
海南,57,1,2,3,2,0,0,0,0,1,1,0,0,1.生活自理能力下降2.患重大疾病,0,1,0,0,1,0,0,0,0,0,2,-3,1.有医保社保,1,1.护工专业2.照顾基本生活3.生病时可以陪同,-3,2,-3,没必要,5
海南,40,2,2,5,2,1,0,1,0,1,0,0,0,1.养老资金不足2.居住环境不好3.生活自理能力下降4.患重大疾病,0,0,0,0,0,0,0,0,1,0,2,-3,有社保,2,-3,费用过高,2,-3,费用过高,4
海南,32,1,2,4,1,0,1,0,1,0,0,0,0,失去收入生活水平下降,0,0,0,0,0,0,0,0,1,0,2,-3,感觉不需要,2,-3,不需要,2,-3,持续时间太长,3
海南,45,2,2,5,1,0,0,1,0,0,0,0,0,失业后失去收入,0,0,0,0,0,0,1,0,0,0,2,-3,不打算买，，没有经历,2,-3,感觉钱在自己手里比较放心,2,-3,同上,1
海南,47,2,2,4,3,0,0,0,0,1,1,0,0,1，患重大疾病2.生活自理能力下降,1,0,0,0,1,0,0,0,0,0,2,-3,有医保社保,1,1.能提供长期照顾2.护工专业,-3,2,-3,没必要,3
海南,54,1,1,2,2,0,1,0,0,1,0,0,0,上了年纪生病了不方便,1,0,0,0,0,0,1,0,0,0,1,报销比例高，且方便,-3,2,-3,没有打算,2,-3,同上,2
海南,55,2,2,2,3,1,0,0,0,0,0,0,0,生病，看病难,1,0,0,0,0,0,0,0,0,0,1,报销比例合适，，操作方便,-3,2,-3,周期长,2,-3,周期太长,2
海南,44,2,5,4,2,0,0,1,0,0,0,1,0,无法承担自己要供养的老人的供养费用,1,1,0,1,1,0,0,0,0,0,2,-3,暂时没有这个需要,2,-3,子女会照顾自己,2,-3,感觉没有必要花这个钱,3
海南,42,1,1,5,3,1,0,0,0,0,0,0,0,生病无人照看,1,0,0,0,0,0,0,0,0,0,1,报销比例要高,-3,1,每年缴纳的资金不高于五百，，,-3,2,-3,不确定性较高,2
海南,33,1,3,4,2,0,1,0,0,0,0,1,0,亲子关系问题,0,1,0,0,0,0,0,0,0,0,1,可信度，业界口碑,-3,1,可信度，业界口碑,-3,1,可信度，业界口碑,-3,4
海南,51,2,5,1,2,0,1,0,1,0,0,1,0,自己无法获得生活上的成就感，各种地方都需要照顾,1,1,0,1,0,0,1,0,0,0,2,-3,暂时没有这个需求,1,服务的范围需要提前告知，其次，服务人员专业水平需要保证,-3,2,-3,没有这个必要，而且年龄较大的现在开始缴纳可能到时有年限不到但疾病先到的风险,6
海南,40,2,1,2,3,1,0,1,0,0,1,1,0,自理能力可能会变差,1,0,1,0,0,0,0,0,0,0,1,赔付率,-3,2,-3,金钱,2,-3,金钱,3
海南,50,2,2,4,2,1,0,0,0,1,1,0,0,家庭关系不好身患重大疾病自理能力下降,0,1,0,0,1,0,0,0,0,0,2,-3,有医保社保,1,护工专业周到提供长期照顾生病时陪护,-3,2,-3,不需要,4
海南,52,2,1,1,1,0,0,1,0,0,0,0,0,没有,1,0,0,0,0,0,0,0,0,0,2,-3,不想买,2,-3,不想买,2,-3,不想买,1
海南,58,1,5,3,1,0,0,0,1,0,0,1,0,在老年以后感到无力和需要照顾,1,1,0,1,1,0,0,0,0,0,2,-3,自我感觉没有必要,2,-3,家人会照顾自己,2,-3,患此类病症概率小，而且根据现在的年龄若有患病风险病灶源可以被检查出来，没有必要等到大病时再就医并使用大额款项,5
海南,46,1,4,1,2,1,0,0,1,0,1,0,0,自理能力可能下降,0,1,1,0,0,0,0,0,0,0,1,金钱，赔付率,-3,1,金钱，赔付率,-3,2,-3,金钱,3
甘肃,48,1,1,5,2,1,0,1,0,0,0,0,0,第一，我怕我身体不好，会突然得病。第二，我怕我老伴生病，那样给孩子负担。,1,0,0,0,0,1,0,0,0,0,2,-3,我最近两年身体感觉特别好，不需要保险。,2,-3,我的孩子们会静心照顾我们，还有费用太高，不划算。,2,-3,依我的健康状态应该不会得那种病，还有缴的费用太高。,3
海南,47,2,5,1,2,0,1,0,1,0,0,1,0,子女离自己比较远，没有子女的陪伴,1,1,0,1,0,0,0,0,0,0,2,-3,对自己身体有信心,1,承诺服务周到，并给予投诉途径,-3,2,-3,感觉没有必要,5
海南,50,1,2,4,3,1,0,0,0,1,1,0,0,患重大疾病生活自理能力下降,0,1,0,0,1,0,0,0,0,0,2,-3,家里储蓄充足有医保社保,1,护工专业周到生病时的陪护照顾日常起居,-3,2,-3,没必要,7
海南,52,2,3,6,4,1,1,1,1,1,0,0,0,金钱问题,0,0,0,0,0,0,0,1,0,0,2,-3,金钱,2,-3,金钱,2,-3,金钱,1
海南,30,1,1,1,1,1,0,0,0,0,0,0,0,开销,1,0,0,0,0,0,0,0,0,0,1,养老    对自己有利,-3,1,养老     对自己有利,-3,1,养老    对自己有利,-3,1
海南,30,2,4,8,2,0,0,0,0,0,0,1,0,没钱,1,0,0,0,0,0,0,0,0,0,2,-3,没钱,2,-3,没钱,2,-3,没钱,1
海南,58,1,1,5,4,1,0,0,0,1,0,0,0,经济问题,0,0,0,0,0,0,0,1,0,0,2,-3,经济问题,2,-3,经济问题,2,-3,经济问题,1
海南,50,1,1,2,2,1,0,0,0,0,1,1,0,比较担心身体患重大疾病,1,0,0,0,0,0,1,0,0,0,2,-3,身体状况良好，近一年内不会患病,2,-3,有子女可以照顾自己的老年起居,1,包含的疾病种类多，产品靠谱,-3,4
甘肃,32,1,1,6,2,0,0,0,0,0,0,1,0,居住环境、开销、自理,1,0,0,0,1,1,0,0,0,0,2,-3,对自己一年内的身体状况有信心,1,保险有保证的情况下,-3,1,保险有保证的情况下,-3,2
海南,55,1,1,2,3,1,1,0,1,1,1,1,1,收入较低，老年生活疾病较多，医疗支出增多；怕失去生活自理能力，女儿又在异地工作，无力照顾,1,0,0,1,0,1,1,0,0,0,2,-3,每年都有医保续保，没有必要再保这个,2,-3,收入较低，商业护理保险为老年提供护理服务应该价格较高，无力支付,2,-3,保险是为重大疾病的保险，有些局限，而且续保年限较长，无力支付,2
海南,42,2,1,1,1,1,0,0,1,0,1,1,0,担心疾病，自理能力这方面的问题,1,0,0,1,0,0,1,0,0,0,2,-3,未来一年期限太短,2,-3,需缴费的期限太长,1,可保障的疾病种类多,-3,5
山西,35,2,2,4,3,0,0,0,1,0,0,1,0,疾病，人到老年很容易得病，并产生一大笔开销。,1,0,0,1,1,1,1,0,0,0,1,能够保障基本医疗服务，对于较大疾病有规划来说,-3,2,-3,自己会为老年生活有些规划,1,理赔金额可观，涵盖疾病种类全,-3,4
海南,55,2,1,6,3,1,0,0,1,0,1,1,0,比较担心疾病问题,1,0,0,0,0,0,1,0,0,0,2,-3,保障的期限较短,2,-3,没有能力购买,2,-3,缴费时间长,2
甘肃,32,2,3,3,1,0,1,0,0,1,0,0,0,疾病。,0,1,0,1,0,0,1,0,0,0,1,安全第一。,-3,2,-3,不安全。,2,-3,实惠安全。,2
海南,46,1,4,1,3,1,1,1,1,1,1,1,0,担心家庭关系问题，疾病问题,1,0,0,1,0,0,1,0,0,0,2,-3,自己本身购买有保险,1,可以提供一定的护理服务，照顾老年的日常起居,-3,2,-3,已经购买过了保险产品,5
海南,48,2,2,1,2,1,0,0,1,0,1,1,0,比较担心疾病问题，自理问题,1,0,1,1,0,1,1,0,0,0,2,-3,期限比较短,1,护理服务比较好，经济补偿可观,-3,1,可保障多种疾病的治疗,-3,5
海南,32,2,2,3,1,0,1,0,1,1,1,1,0,比较担心家庭关系多一些，希望老年生活子女可以多陪伴一些,1,1,0,1,1,0,0,0,0,0,1,价格适宜，产品完善，服务周到,-3,2,-3,提供老年护理服务是否可靠?会不会出现虐待老人状况，而当时已经到了无法表达的状况,1,保险产品本身足够信赖；有较好的收益,-3,4
海南,45,1,2,1,2,0,1,0,0,0,0,1,0,年老时疾病应该比较多，会比较麻烦，失去自理能力就更麻烦家人、子女，或者还得去找养老院,1,1,1,1,0,0,0,0,0,0,2,-3,有社保就没有必要买这个了吧,2,-3,好像没有太听说过，不太了解，不太信任；保险公司附带提供护理服务，不太信赖,1,有一定收益；能够在疾病发生时得到一定的资金支持；,-3,5
海南,50,2,3,2,2,0,1,0,1,1,1,0,0,个体户收入一般，和子女相隔较远，也比较担心家庭关系,1,0,0,1,0,0,0,0,0,0,2,-3,身体还算好，应该不会出现疾病，再说也有医保,2,-3,不太信赖,2,-3,缴费时间太长，无力支持,2
海南,33,2,4,3,1,0,1,0,0,0,0,1,0,可能会比较担心家庭关系，以及老年出现的一些心理问题，可能和亲人也联系较少，也许会有些孤独，以及年老以后疾病的折磨,1,1,1,1,1,0,0,0,0,0,2,-3,一年内应该也不会有疾病发生，觉得身体还是比较健康的，然后单位都有保险，不需要保这个了,1,能够确保护理服务的质量；产品完善，有可申诉的渠道,-3,2,-3,因为也没有想到未来会生什么病，现在身体状况还是很不错的,4
山西,42,2,2,5,3,1,0,1,1,1,0,0,0,疾病，收入,0,1,0,1,0,0,0,0,0,0,1,保费低，保障高,-3,1,保费低，护理长,-3,1,保费低，保障全,-3,3
山西,44,1,3,5,3,1,1,1,1,1,1,1,0,收入如何保证如何处理家庭关系是否选择自居,1,0,0,1,1,1,0,0,0,0,1,流程不烦琐 条件不严苛,-3,1,流程不烦琐 条件不严苛,-3,1,流程不烦琐 条件不严苛,-3,2
山西,44,2,3,6,3,1,1,0,1,1,0,0,0,收入如何保证如何控制开销怎么打发时间,1,0,0,0,0,0,0,0,0,0,1,流程不烦琐 条件不严苛,-3,1,流程不烦琐 条件不严苛,-3,1,流程不烦琐 条件不严苛,-3,2
海南,59,1,1,1,2,1,1,1,0,0,0,0,0,疾病,1,0,0,0,0,0,0,0,0,0,2,-3,资金不足,2,-3,资金不足,2,-3,资金不足,3
海南,46,1,2,2,3,1,1,1,0,0,0,0,0,疾病,1,1,1,0,0,0,0,0,0,0,2,-3,无,2,-3,无,2,-3,无,2
海南,35,1,4,4,1,0,1,0,0,1,0,0,0,比较担心老年生活的心理状况吧，希望老年生活能够和家人一起圆圆满满，不要太孤单,1,1,1,1,1,0,0,0,0,0,2,-3,没有必要，身体好；而且公司也都有保险,1,收益合理，如果在年老身体状况较差时可以提供一些护理服务，也是很不错的,-3,2,-3,现在还比较年轻，没有到考虑这个的时候吧,5
海南,46,1,1,7,2,1,1,0,1,0,0,0,0,收入,1,1,0,0,0,0,0,0,0,0,1,保障金额足够,-3,2,-3,无,2,-3,无,2
山西,40,1,2,4,1,1,0,0,1,0,0,1,0,收入   疾病,1,1,1,1,1,0,0,0,0,0,1,保费低，保障高,-3,1,保费低，保障长,-3,1,保费低，保障全面,-3,3
海南,42,2,3,3,2,0,1,0,0,0,1,1,0,比较担心老年疾病较多，失去自理能力，拖累亲人子女,1,1,0,1,1,0,0,0,0,0,2,-3,暂时不会生病吧，没有必要吧,1,希望保险收益较好，然后如果年老以后身体状况差的话也希望能提供一定的护理服务,-3,2,-3,现在身体状况还是比较好的吧，也已经有了其他保险,5
广西,31,1,1,4,2,0,0,0,0,1,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供挂号服务,-3,3
广西,36,2,2,6,3,0,0,0,1,0,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,1,0,0,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供挂号服务,-3,2
广西,40,1,1,2,3,1,0,0,0,1,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,1,1,0,0,0,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供挂号服务,-3,3
海南,48,2,1,5,2,0,0,0,1,1,1,0,0,年级大了以后身体没有那么好，收入就会降低，也担心生病，又会有更多医疗支出,1,0,0,0,0,1,1,0,0,0,2,-3,没有必要花这个钱，已经有了社会性的医保,2,-3,收入较低，缴费年限也比较长，商业保险产品比较贵,2,-3,保险产品比较贵，收入不支持,2
广西,44,2,1,3,3,0,1,0,0,0,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,3
广西,58,1,1,6,4,1,1,0,0,0,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
广西,57,2,1,7,3,1,0,0,1,0,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,3
广西,43,1,1,5,3,1,0,1,0,0,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
海南,54,1,4,4,2,0,0,0,1,0,1,1,0,担心自己的年老后失去自理能力,1,1,1,1,1,0,0,0,0,0,2,-3,身体也比较好，暂时不会需要,2,-3,不太信赖保险公司提供的护理服务，如果无法自理，疗养院或者请护工更好一些,2,-3,无法确定将来会得什么病，也许就会是无效的保险,6
广西,41,2,1,4,3,0,0,0,0,1,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,1,0,1,0,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
福建,32,1,5,6,3,0,1,0,0,0,0,0,0,收入低,0,0,0,0,1,0,0,0,0,0,2,-3,收入低,2,-3,收入低,2,-3,收入低,7
广西,30,1,1,3,2,0,0,0,0,1,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,1,1,0,0,0,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,4
安徽,34,2,3,3,3,0,0,0,0,0,1,0,0,收入低,0,0,0,0,0,0,0,1,0,0,1,收入低,-3,2,-3,收入低,2,-3,收入低,1
山东,34,1,5,4,4,0,0,0,0,1,0,0,0,收入低,1,0,0,0,0,0,0,0,0,0,1,收入低,-3,2,-3,收入低,2,-3,收入低,5
山东,43,2,2,6,5,1,0,0,0,0,0,0,0,收入低,0,0,0,1,0,0,0,0,0,0,1,收入低,-3,1,收入低,-3,1,收入低,-3,5
广西,45,1,1,5,3,0,1,1,0,0,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
江西,43,2,3,6,2,0,0,1,0,0,0,0,0,收入低,0,1,0,0,0,0,0,0,0,0,2,-3,收入低,2,-3,收入低,1,收入低,-3,5
海南,58,1,4,1,2,0,1,0,0,0,1,0,0,老年生活的心理问题会有些担心，子女都不在身边,1,1,1,1,0,0,0,0,0,0,2,-3,感觉没有必要买这种期限短，感觉也不太信赖，现在身体也还好，应该不会生什么病,2,-3,护理服务不够信任,1,有较好的收益，解决燃眉之急,-3,4
广西,52,2,1,6,3,1,1,0,0,0,1,0,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
上海,54,1,7,8,4,0,0,0,1,0,0,0,0,收入低,0,0,0,0,1,0,0,0,0,0,2,-3,收入低,2,-3,收入低,2,-3,收入低,3
广西,38,2,1,2,3,0,0,0,0,1,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
安徽,33,2,3,3,3,0,0,0,0,0,0,1,0,收入低,0,0,1,0,0,0,0,0,0,0,2,-3,收入低,2,-3,收入低,2,-3,收入低,5
安徽,43,2,7,1,4,0,1,0,0,0,0,0,0,收入低,0,0,1,0,0,0,0,0,0,0,1,收入低,-3,1,收入低,-3,1,收入低,-3,2
广西,38,1,1,5,3,0,0,1,0,0,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,2
山东,43,1,3,2,1,0,0,0,0,0,0,1,0,收入低,0,0,0,0,0,1,0,0,0,0,1,收入低,-3,1,收入低,-3,2,-3,收入低,4
湖北,53,2,4,4,1,1,0,0,0,0,0,0,0,收入低,0,0,0,0,0,0,1,0,0,0,2,-3,收入低,1,收入低,-3,2,-3,收入低,1
广西,36,1,1,4,2,0,0,0,0,1,1,1,0,家庭成员发生意外事故 家庭开销大于收入,1,0,0,0,0,1,1,0,0,0,2,-3,一年内不会生什么大病,1,挂号服务 提供专人护理,-3,1,提供专人护理 提供专业服务,-3,4
山东,53,2,6,6,5,0,1,0,0,0,0,0,0,收入低,0,0,0,0,1,0,0,0,0,0,1,收入低,-3,1,收入低,-3,2,-3,收入低,4
